"id","Name","Full_Address","Website","Plus_Code","Rating","Reviews","URL",
"101","Holocaust Memorial Center","Budapest, Páva u., 1094 Hungary","hdke.hu","F3MF+F9 Budapest, Hungary","4.4","1,416","https://www.google.com/maps/place/Holocaust+Memorial+Center/@47.5076282,19.0059231,12z/data=!4m9!1m3!2m2!1shistorical+places+near+Budapest,+Hungary!6e1!3m4!1s0x4741dc59455cc0a3:0x349cd6a733f103f3!8m2!3d47.4836593!4d19.0733827?hl=en",
"100","Ronald Reagan Statue","Budapest, Szabadság tér 16, 1054 Hungary","atlasobscura.com","G23X+XW Budapest, Hungary","4.3","244","https://www.google.com/maps/place/Ronald+Reagan+Statue/@47.5076282,19.0059231,12z/data=!4m9!1m3!2m2!1shistorical+places+near+Budapest,+Hungary!6e1!3m4!1s0x4741dc138cb57c27:0x63331efae37ef175!8m2!3d47.5048923!4d19.0498541?hl=en",
"99","Soviet War Memorial","Budapest, Szabadság tér 14, 1054 Hungary","","G332+R4 Budapest, Hungary","4.0","904","https://www.google.com/maps/place/Soviet+War+Memorial/@47.5076282,19.0059231,12z/data=!4m9!1m3!2m2!1shistorical+places+near+Budapest,+Hungary!6e1!3m4!1s0x4741dc1389259bad:0x7e116306995eabed!8m2!3d47.5046068!4d19.050309?hl=en",
"98","Mezőgazdasági Múzeum","Budapest, Vajdahunyad stny., 1146 Hungary","mezogazdasagimuzeum.hu","G37M+W7 Budapest, Hungary","4.5","271","https://www.google.com/maps/place/Mez%C5%91gazdas%C3%A1gi+M%C3%BAzeum/@47.5076282,19.0059231,12z/data=!4m9!1m3!2m2!1shistorical+places+near+Budapest,+Hungary!6e1!3m4!1s0x4741db87440fb607:0xc64a85cef2a31e5a!8m2!3d47.5148419!4d19.0832479?hl=en",
"97","The ELTE Botanical Gardens","Budapest, Illés u. 25, 1083 Hungary","fuveszkert.org","F3MP+G6 Budapest, Hungary","4.7","3,371","https://www.google.com/maps/place/The+ELTE+Botanical+Gardens/@47.5076282,19.0059231,12z/data=!4m9!1m3!2m2!1shistorical+places+near+Budapest,+Hungary!6e1!3m4!1s0x4741dcf010d25313:0x105325f6a30b2c32!8m2!3d47.4838142!4d19.0855274?hl=en",
"96","Hercules Villa","Budapest, Meggyfa u 21, 1033 Hungary","aquincum.hu","G2XQ+JR Budapest, Hungary","4.3","49","https://www.google.com/maps/place/Hercules+Villa/@47.5076282,19.0059231,12z/data=!4m9!1m3!2m2!1shistorical+places+near+Budapest,+Hungary!6e1!3m4!1s0x4741d95c3a7d7547:0x47352725eaa268c3!8m2!3d47.5490325!4d19.0395276?hl=en",
"95","Magyar Tudományos Akadémia Zenetudományi Intézet - Zenetörténeti Múzeum","Budapest, Táncsics Mihály u. 7, 1014 Hungary","zti.hu","G23M+F3 Budapest, Hungary","4.6","95","https://www.google.com/maps/place/Magyar+Tudom%C3%A1nyos+Akad%C3%A9mia+Zenetudom%C3%A1nyi+Int%C3%A9zet+-+Zenet%C3%B6rt%C3%A9neti+M%C3%BAzeum/@47.5076282,19.0059231,12z/data=!4m9!1m3!2m2!1shistorical+places+near+Budapest,+Hungary!6e1!3m4!1s0x4741dc18cb3a0459:0xc9fe192efcf7806c!8m2!3d47.5037116!4d19.0326887?hl=en",
"94","Aquincum Museum","Budapest, Szentendrei út 135, 1031 Hungary","aquincum.hu","H27X+4C Budapest, Hungary","4.5","1,257","https://www.google.com/maps/place/Aquincum+Museum/@47.5076282,19.0059231,12z/data=!4m9!1m3!2m2!1shistorical+places+near+Budapest,+Hungary!6e1!3m4!1s0x4741d99c8d85a27f:0x2358afaccee16728!8m2!3d47.562825!4d19.0485833?hl=en",
"93","Segway Go Tour Budapest","Budapest, Régi posta utca 19, 1052 Hungary","segwaygo.com","F3V3+W7 Budapest, Hungary","4.8","22","https://www.google.com/maps/place/Segway+Go+Tour+Budapest/@47.5076282,19.0059231,12z/data=!4m9!1m3!2m2!1shistorical+places+near+Budapest,+Hungary!6e1!3m4!1s0x4741dc413c94f727:0xf61fa2b10817ee5c!8m2!3d47.4948201!4d19.0531568?hl=en",
"92","Gellért Thermal Bath","Budapest, Kelenhegyi út 4, 1118 Hungary","gellertfurdo.hu","F3M2+FJ Budapest, Hungary","4.2","14,887","https://www.google.com/maps/place/Gell%C3%A9rt+Thermal+Bath/@47.5076282,19.0059231,12z/data=!4m9!1m3!2m2!1shistorical+places+near+Budapest,+Hungary!6e1!3m4!1s0x4741dc4e9c33f309:0xb57da2bfde8d7ab6!8m2!3d47.4837444!4d19.0516211?hl=en",
"91","Fountain of King Matthias","Budapest, Szent György u., 1013 Hungary","kozterkep.hu","F2WQ+FM Budapest, Hungary","4.7","196","https://www.google.com/maps/place/Fountain+of+King+Matthias/@47.5076282,19.0059231,12z/data=!4m9!1m3!2m2!1shistorical+places+near+Budapest,+Hungary!6e1!3m4!1s0x4741dc3c7820408b:0x5a5c631cdb6c09c5!8m2!3d47.4961924!4d19.0391257?hl=en",
"90","Klotild palota","Budapest, Szabad sajtó út 5, 1056 Hungary","","F3V3+5M Budapest, Hungary","4.5","206","https://www.google.com/maps/place/Klotild+palota/@47.5076282,19.0059231,12z/data=!4m9!1m3!2m2!1shistorical+places+near+Budapest,+Hungary!6e1!3m4!1s0x4741dc441c2b7121:0x3ead7c007b46a969!8m2!3d47.4929032!4d19.0541322?hl=en",
